"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31684","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","firefox","2026-08-30","broken","2026-08-30","pos Customer","","",""
"","20945","TC-POS-016 - Tambah dokter via form registrasi","firefox","2026-08-30","failed","2026-08-30","pos Doctor","","",""
"","21460","TC-POS-018 - Pilih doctor dari popup list pelanggan","firefox","2026-08-30","failed","2026-08-30","pos Doctor","","",""
"","30312","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","chromium","2026-08-30","broken","2026-08-30","pos Customer","","",""
"","20404","TC-POS-014 - Default dokter adalah Internal","firefox","2026-08-30","failed","2026-08-30","pos Doctor","","",""
"","14542","TC-LGN-001 - Login berhasil sebagai testqa2","firefox","2026-08-30","passed","2026-08-30","Login gpos","","",""
"","20516","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","firefox","2026-08-30","failed","2026-08-30","pos Customer","","",""
"","21086","TC-POS-010 - Klik icon + pada field customer","chromium","2026-08-30","passed","2026-08-30","pos Customer","","",""
"","30406","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","chromium","2026-08-30","broken","2026-08-30","pos Customer","","",""
"","20831","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","chromium","2026-08-30","passed","2026-08-30","pos Doctor","","",""
"","30473","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","chromium","2026-08-30","broken","2026-08-30","pos Customer","","",""
"","30478","TC-POS-007 - Klik icon search customer tanpa keyword","chromium","2026-08-30","broken","2026-08-30","pos Customer","","",""
"","30541","end to end","chromium","2026-08-30","broken","2026-08-30","e2e","","",""
"","22223","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","firefox","2026-08-30","failed","2026-08-30","pos Customer","","",""
"","30512","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","chromium","2026-08-30","broken","2026-08-30","product search","","",""
"","30431","TC-POS-017 - Klik Batal pada form tambah dokter","chromium","2026-08-30","broken","2026-08-30","pos Doctor","","",""
"","21055","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","firefox","2026-08-30","failed","2026-08-30","product search","","",""
"","30434","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","chromium","2026-08-30","broken","2026-08-30","pos Customer","","",""
"","19779","TC-POS-014 - Default dokter adalah Internal","chromium","2026-08-30","failed","2026-08-30","pos Doctor","","",""
"","31441","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","firefox","2026-08-30","broken","2026-08-30","product edit","","",""
"","30345","TC-POS-006 - Default customer adalah Regular","chromium","2026-08-30","broken","2026-08-30","pos Customer","","",""
"","7566","TC-LGN-002 - Login tidak input password","chromium","2026-08-30","passed","2026-08-30","Login gpos","","",""
"","19518","TC-POS-016 - Tambah dokter via form registrasi","chromium","2026-08-30","failed","2026-08-30","pos Doctor","","",""
"","19461","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","chromium","2026-08-30","failed","2026-08-30","product edit","","",""
"","7681","TC-LGN-002 - Login tidak input password","firefox","2026-08-30","passed","2026-08-30","Login gpos","","",""
"","21587","TC-POS-007 - Klik icon search customer tanpa keyword","firefox","2026-08-30","failed","2026-08-30","pos Customer","","",""
"","22532","end to end","firefox","2026-08-30","failed","2026-08-30","e2e","","",""
"","21838","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","firefox","2026-08-30","failed","2026-08-30","product search","","",""
"","30474","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","chromium","2026-08-30","broken","2026-08-30","product search","","",""
"","30542","TC-POS-018 - Pilih doctor dari popup list pelanggan","chromium","2026-08-30","broken","2026-08-30","pos Doctor","","",""
"","10619","TC-LGN-001 - Login berhasil sebagai testqa2","chromium","2026-08-30","passed","2026-08-30","Login gpos","","",""
"","21958","TC-POS-003 - Tambah product dari hasil pencarian manual","firefox","2026-08-30","failed","2026-08-30","product add","","",""
"","21334","TC-POS-010 - Klik icon + pada field customer","firefox","2026-08-30","failed","2026-08-30","pos Customer","","",""
"","21283","TC-POS-006 - Default customer adalah Regular","firefox","2026-08-30","failed","2026-08-30","pos Customer","","",""
"","17639","TC-POS-009 - Pilih customer dari popup list pelanggan","chromium","2026-08-30","failed","2026-08-30","pos Customer","","",""
"","22231","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","firefox","2026-08-30","failed","2026-08-30","pos Doctor","","",""
"","20414","TC-POS-009 - Pilih customer dari popup list pelanggan","firefox","2026-08-30","failed","2026-08-30","pos Customer","","",""
"","30393","TC-POS-003 - Tambah product dari hasil pencarian manual","chromium","2026-08-30","broken","2026-08-30","product add","","",""
"","23102","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","firefox","2026-08-30","passed","2026-08-30","pos Customer","","",""
"","31349","TC-POS-017 - Klik Batal pada form tambah dokter","firefox","2026-08-30","broken","2026-08-30","pos Doctor","","",""
