"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30416","TC-POS-018 - Pilih doctor dari popup list pelanggan","chromium","2026-04-23","passed","2026-04-23","pos Doctor","","",""
"","30960","TC-POS-010 - Klik icon + pada field customer","firefox","2026-04-23","broken","2026-04-23","pos Customer","","",""
"","29658","TC-POS-017 - Klik Batal pada form tambah dokter","chromium","2026-04-23","failed","2026-04-23","pos Doctor","","",""
"","8564","TC-LGN-002 - Login tidak input password","chromium","2026-04-23","passed","2026-04-23","Login gpos","","",""
"","30243","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","firefox","2026-04-23","passed","2026-04-23","product search","","",""
"","28857","TC-POS-009 - Pilih customer dari popup list pelanggan","chromium","2026-04-23","failed","2026-04-23","pos Customer","","",""
"","30130","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","chromium","2026-04-23","failed","2026-04-23","pos Customer","","",""
"","30229","TC-POS-014 - Default dokter adalah Internal","chromium","2026-04-23","failed","2026-04-23","pos Doctor","","",""
"","23792","TC-LGN-001 - Login berhasil sebagai testqa2","firefox","2026-04-23","passed","2026-04-23","Login gpos","","",""
"","31176","end to end","chromium","2026-04-23","failed","2026-04-23","e2e","","",""
"","29853","TC-POS-009 - Pilih customer dari popup list pelanggan","firefox","2026-04-23","passed","2026-04-23","pos Customer","","",""
"","31390","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","firefox","2026-04-23","broken","2026-04-23","pos Customer","","",""
"","31207","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","firefox","2026-04-23","broken","2026-04-23","product search","","",""
"","31383","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","firefox","2026-04-23","broken","2026-04-23","product edit","","",""
"","29122","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","chromium","2026-04-23","failed","2026-04-23","pos Customer","","",""
"","31377","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","firefox","2026-04-23","broken","2026-04-23","pos Customer","","",""
"","7211","TC-LGN-002 - Login tidak input password","firefox","2026-04-23","passed","2026-04-23","Login gpos","","",""
"","31869","TC-POS-003 - Tambah product dari hasil pencarian manual","firefox","2026-04-23","broken","2026-04-23","product add","","",""
"","29180","TC-POS-016 - Tambah dokter via form registrasi","chromium","2026-04-23","failed","2026-04-23","pos Doctor","","",""
"","31174","TC-POS-007 - Klik icon search customer tanpa keyword","firefox","2026-04-23","broken","2026-04-23","pos Customer","","",""
"","30594","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","chromium","2026-04-23","broken","2026-04-23","pos Customer","","",""
"","31961","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","firefox","2026-04-23","broken","2026-04-23","pos Customer","","",""
"","31008","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","chromium","2026-04-23","broken","2026-04-23","product edit","","",""
"","31660","TC-POS-017 - Klik Batal pada form tambah dokter","firefox","2026-04-23","broken","2026-04-23","pos Doctor","","",""
"","28871","TC-POS-006 - Default customer adalah Regular","firefox","2026-04-23","passed","2026-04-23","pos Customer","","",""
"","30431","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","chromium","2026-04-23","broken","2026-04-23","product search","","",""
"","21274","TC-LGN-001 - Login berhasil sebagai testqa2","chromium","2026-04-23","passed","2026-04-23","Login gpos","","",""
"","29525","TC-POS-010 - Klik icon + pada field customer","chromium","2026-04-23","failed","2026-04-23","pos Customer","","",""
"","31678","end to end","firefox","2026-04-23","broken","2026-04-23","e2e","","",""
"","31696","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","firefox","2026-04-23","broken","2026-04-23","pos Customer","","",""
"","30420","TC-POS-003 - Tambah product dari hasil pencarian manual","chromium","2026-04-23","broken","2026-04-23","product add","","",""
"","28375","TC-POS-007 - Klik icon search customer tanpa keyword","chromium","2026-04-23","passed","2026-04-23","pos Customer","","",""
"","31632","TC-POS-014 - Default dokter adalah Internal","firefox","2026-04-23","broken","2026-04-23","pos Doctor","","",""
"","30482","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","chromium","2026-04-23","broken","2026-04-23","pos Customer","","",""
"","31474","TC-POS-018 - Pilih doctor dari popup list pelanggan","firefox","2026-04-23","broken","2026-04-23","pos Doctor","","",""
"","28973","TC-POS-006 - Default customer adalah Regular","chromium","2026-04-23","failed","2026-04-23","pos Customer","","",""
"","29032","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","chromium","2026-04-23","failed","2026-04-23","product search","","",""
"","29459","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","chromium","2026-04-23","failed","2026-04-23","pos Doctor","","",""
"","31411","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","firefox","2026-04-23","broken","2026-04-23","pos Doctor","","",""
"","31636","TC-POS-016 - Tambah dokter via form registrasi","firefox","2026-04-23","broken","2026-04-23","pos Doctor","","",""
