"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6743","TC-LGN-002 - Login tidak input password","chromium","2026-09-11","passed","2026-09-11","Login gpos","","",""
"","30339","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","chromium","2026-09-11","broken","2026-09-11","product search","","",""
"","18032","TC-POS-018 - Pilih doctor dari popup list pelanggan","chromium","2026-09-11","failed","2026-09-11","pos Doctor","","",""
"","11113","TC-LGN-001 - Login berhasil sebagai testqa2","chromium","2026-09-11","passed","2026-09-11","Login gpos","","",""
"","31117","TC-POS-007 - Klik icon search customer tanpa keyword","chromium","2026-09-11","broken","2026-09-11","pos Customer","","",""
"","19407","TC-POS-014 - Default dokter adalah Internal","firefox","2026-09-11","failed","2026-09-11","pos Doctor","","",""
"","30988","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","firefox","2026-09-11","broken","2026-09-11","product edit","","",""
"","31050","TC-POS-009 - Pilih customer dari popup list pelanggan","firefox","2026-09-11","broken","2026-09-11","pos Customer","","",""
"","30994","TC-POS-006 - Default customer adalah Regular","firefox","2026-09-11","broken","2026-09-11","pos Customer","","",""
"","30981","TC-POS-006 - Default customer adalah Regular","chromium","2026-09-11","broken","2026-09-11","pos Customer","","",""
"","20649","TC-POS-003 - Tambah product dari hasil pencarian manual","firefox","2026-09-11","failed","2026-09-11","product add","","",""
"","30394","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","chromium","2026-09-11","broken","2026-09-11","product edit","","",""
"","30976","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","firefox","2026-09-11","broken","2026-09-11","pos Customer","","",""
"","31053","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","firefox","2026-09-11","broken","2026-09-11","pos Customer","","",""
"","19405","TC-POS-018 - Pilih doctor dari popup list pelanggan","firefox","2026-09-11","failed","2026-09-11","pos Doctor","","",""
"","22175","TC-POS-017 - Klik Batal pada form tambah dokter","firefox","2026-09-11","passed","2026-09-11","pos Doctor","","",""
"","30408","TC-POS-010 - Klik icon + pada field customer","chromium","2026-09-11","broken","2026-09-11","pos Customer","","",""
"","18180","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","chromium","2026-09-11","failed","2026-09-11","pos Customer","","",""
"","21609","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","firefox","2026-09-11","passed","2026-09-11","pos Customer","","",""
"","18086","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","chromium","2026-09-11","failed","2026-09-11","product search","","",""
"","30344","TC-POS-016 - Tambah dokter via form registrasi","chromium","2026-09-11","broken","2026-09-11","pos Doctor","","",""
"","31047","TC-POS-010 - Klik icon + pada field customer","firefox","2026-09-11","broken","2026-09-11","pos Customer","","",""
"","30356","TC-POS-003 - Tambah product dari hasil pencarian manual","chromium","2026-09-11","broken","2026-09-11","product add","","",""
"","19482","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","firefox","2026-09-11","passed","2026-09-11","product search","","",""
"","17958","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","chromium","2026-09-11","failed","2026-09-11","pos Doctor","","",""
"","31045","TC-POS-016 - Tambah dokter via form registrasi","firefox","2026-09-11","broken","2026-09-11","pos Doctor","","",""
"","18186","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","chromium","2026-09-11","failed","2026-09-11","pos Customer","","",""
"","30407","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","chromium","2026-09-11","broken","2026-09-11","pos Customer","","",""
"","14059","TC-LGN-001 - Login berhasil sebagai testqa2","firefox","2026-09-11","passed","2026-09-11","Login gpos","","",""
"","19747","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","firefox","2026-09-11","failed","2026-09-11","product search","","",""
"","20493","end to end","chromium","2026-09-11","failed","2026-09-11","e2e","","",""
"","20475","TC-POS-007 - Klik icon search customer tanpa keyword","firefox","2026-09-11","failed","2026-09-11","pos Customer","","",""
"","20730","end to end","firefox","2026-09-11","failed","2026-09-11","e2e","","",""
"","18015","TC-POS-017 - Klik Batal pada form tambah dokter","chromium","2026-09-11","failed","2026-09-11","pos Doctor","","",""
"","7367","TC-LGN-002 - Login tidak input password","firefox","2026-09-11","passed","2026-09-11","Login gpos","","",""
"","20181","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","firefox","2026-09-11","failed","2026-09-11","pos Doctor","","",""
"","20549","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","firefox","2026-09-11","failed","2026-09-11","pos Customer","","",""
"","31240","TC-POS-009 - Pilih customer dari popup list pelanggan","chromium","2026-09-11","broken","2026-09-11","pos Customer","","",""
"","31063","TC-POS-014 - Default dokter adalah Internal","chromium","2026-09-11","broken","2026-09-11","pos Doctor","","",""
"","30396","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","chromium","2026-09-11","broken","2026-09-11","pos Customer","","",""
