"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15676","TC-LGN-001 - Login berhasil sebagai testqa2","firefox","2026-08-09","passed","2026-08-09","Login gpos","","",""
"","18355","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","chromium","2026-08-09","failed","2026-08-09","product search","","",""
"","31614","TC-POS-006 - Default customer adalah Regular","firefox","2026-08-09","broken","2026-08-09","pos Customer","","",""
"","20936","TC-POS-007 - Klik icon search customer tanpa keyword","firefox","2026-08-09","failed","2026-08-09","pos Customer","","",""
"","18420","TC-POS-016 - Tambah dokter via form registrasi","chromium","2026-08-09","failed","2026-08-09","pos Doctor","","",""
"","18639","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","chromium","2026-08-09","failed","2026-08-09","pos Customer","","",""
"","21826","end to end","firefox","2026-08-09","failed","2026-08-09","e2e","","",""
"","30508","TC-POS-010 - Klik icon + pada field customer","chromium","2026-08-09","broken","2026-08-09","pos Customer","","",""
"","18610","TC-POS-007 - Klik icon search customer tanpa keyword","chromium","2026-08-09","failed","2026-08-09","pos Customer","","",""
"","30612","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","chromium","2026-08-09","broken","2026-08-09","pos Customer","","",""
"","19422","TC-POS-018 - Pilih doctor dari popup list pelanggan","chromium","2026-08-09","failed","2026-08-09","pos Doctor","","",""
"","22180","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","firefox","2026-08-09","failed","2026-08-09","pos Doctor","","",""
"","11057","TC-LGN-001 - Login berhasil sebagai testqa2","chromium","2026-08-09","passed","2026-08-09","Login gpos","","",""
"","18531","TC-POS-006 - Default customer adalah Regular","chromium","2026-08-09","failed","2026-08-09","pos Customer","","",""
"","31584","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","firefox","2026-08-09","broken","2026-08-09","product search","","",""
"","22279","TC-POS-018 - Pilih doctor dari popup list pelanggan","firefox","2026-08-09","failed","2026-08-09","pos Doctor","","",""
"","18638","TC-POS-003 - Tambah product dari hasil pencarian manual","chromium","2026-08-09","failed","2026-08-09","product add","","",""
"","19035","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","chromium","2026-08-09","failed","2026-08-09","product edit","","",""
"","30571","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","chromium","2026-08-09","broken","2026-08-09","pos Customer","","",""
"","8066","TC-LGN-002 - Login tidak input password","chromium","2026-08-09","passed","2026-08-09","Login gpos","","",""
"","21907","TC-POS-003 - Tambah product dari hasil pencarian manual","firefox","2026-08-09","failed","2026-08-09","product add","","",""
"","31623","TC-POS-017 - Klik Batal pada form tambah dokter","firefox","2026-08-09","broken","2026-08-09","pos Doctor","","",""
"","20452","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","chromium","2026-08-09","failed","2026-08-09","pos Doctor","","",""
"","31832","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","firefox","2026-08-09","broken","2026-08-09","pos Customer","","",""
"","18522","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","chromium","2026-08-09","failed","2026-08-09","product search","","",""
"","30551","TC-POS-014 - Default dokter adalah Internal","chromium","2026-08-09","broken","2026-08-09","pos Doctor","","",""
"","23175","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","firefox","2026-08-09","passed","2026-08-09","product search","","",""
"","31563","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","firefox","2026-08-09","broken","2026-08-09","product edit","","",""
"","27170","TC-POS-014 - Default dokter adalah Internal","firefox","2026-08-09","failed","2026-08-09","pos Doctor","","",""
"","13039","TC-POS-017 - Klik Batal pada form tambah dokter","chromium","2026-08-09","failed","2026-08-09","pos Doctor","","",""
"","8113","TC-LGN-002 - Login tidak input password","firefox","2026-08-09","passed","2026-08-09","Login gpos","","",""
"","31866","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","firefox","2026-08-09","broken","2026-08-09","pos Customer","","",""
"","22507","TC-POS-009 - Pilih customer dari popup list pelanggan","chromium","2026-08-09","failed","2026-08-09","pos Customer","","",""
"","22690","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","firefox","2026-08-09","passed","2026-08-09","pos Customer","","",""
"","31629","TC-POS-016 - Tambah dokter via form registrasi","firefox","2026-08-09","broken","2026-08-09","pos Doctor","","",""
"","31646","TC-POS-009 - Pilih customer dari popup list pelanggan","firefox","2026-08-09","broken","2026-08-09","pos Customer","","",""
"","21643","TC-POS-010 - Klik icon + pada field customer","firefox","2026-08-09","failed","2026-08-09","pos Customer","","",""
"","30599","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","chromium","2026-08-09","broken","2026-08-09","pos Customer","","",""
"","31473","end to end","chromium","2026-08-09","broken","2026-08-09","e2e","","",""
"","21141","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","firefox","2026-08-09","failed","2026-08-09","pos Customer","","",""
