"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30441","TC-POS-003 - Tambah product dari hasil pencarian manual","chromium","2026-08-15","broken","2026-08-15","product add","","",""
"","31680","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","firefox","2026-08-15","broken","2026-08-15","pos Customer","","",""
"","18752","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","chromium","2026-08-15","failed","2026-08-15","pos Customer","","",""
"","19072","TC-POS-014 - Default dokter adalah Internal","chromium","2026-08-15","failed","2026-08-15","pos Doctor","","",""
"","31632","TC-POS-007 - Klik icon search customer tanpa keyword","firefox","2026-08-15","broken","2026-08-15","pos Customer","","",""
"","22341","TC-POS-016 - Tambah dokter via form registrasi","firefox","2026-08-15","failed","2026-08-15","pos Doctor","","",""
"","21363","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","firefox","2026-08-15","failed","2026-08-15","product edit","","",""
"","22778","end to end","firefox","2026-08-15","failed","2026-08-15","e2e","","",""
"","19570","TC-POS-016 - Tambah dokter via form registrasi","chromium","2026-08-15","failed","2026-08-15","pos Doctor","","",""
"","19079","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","chromium","2026-08-15","failed","2026-08-15","pos Customer","","",""
"","22527","TC-POS-018 - Pilih doctor dari popup list pelanggan","firefox","2026-08-15","failed","2026-08-15","pos Doctor","","",""
"","30595","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","chromium","2026-08-15","broken","2026-08-15","pos Doctor","","",""
"","18885","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","chromium","2026-08-15","failed","2026-08-15","pos Customer","","",""
"","13001","TC-LGN-001 - Login berhasil sebagai testqa2","firefox","2026-08-15","passed","2026-08-15","Login gpos","","",""
"","31725","TC-POS-009 - Pilih customer dari popup list pelanggan","firefox","2026-08-15","broken","2026-08-15","pos Customer","","",""
"","18999","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","chromium","2026-08-15","failed","2026-08-15","pos Customer","","",""
"","25346","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","firefox","2026-08-15","passed","2026-08-15","product search","","",""
"","27083","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","firefox","2026-08-15","passed","2026-08-15","pos Customer","","",""
"","19266","TC-POS-009 - Pilih customer dari popup list pelanggan","chromium","2026-08-15","failed","2026-08-15","pos Customer","","",""
"","19011","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","chromium","2026-08-15","failed","2026-08-15","product search","","",""
"","31634","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","firefox","2026-08-15","broken","2026-08-15","pos Doctor","","",""
"","31581","TC-POS-017 - Klik Batal pada form tambah dokter","firefox","2026-08-15","broken","2026-08-15","pos Doctor","","",""
"","30664","TC-POS-007 - Klik icon search customer tanpa keyword","chromium","2026-08-15","broken","2026-08-15","pos Customer","","",""
"","21040","TC-POS-018 - Pilih doctor dari popup list pelanggan","chromium","2026-08-15","failed","2026-08-15","pos Doctor","","",""
"","30534","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","chromium","2026-08-15","broken","2026-08-15","product search","","",""
"","7454","TC-LGN-002 - Login tidak input password","chromium","2026-08-15","passed","2026-08-15","Login gpos","","",""
"","31774","TC-POS-006 - Default customer adalah Regular","firefox","2026-08-15","broken","2026-08-15","pos Customer","","",""
"","21274","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","firefox","2026-08-15","failed","2026-08-15","pos Customer","","",""
"","18989","TC-POS-006 - Default customer adalah Regular","chromium","2026-08-15","failed","2026-08-15","pos Customer","","",""
"","30713","end to end","chromium","2026-08-15","broken","2026-08-15","e2e","","",""
"","10504","TC-LGN-001 - Login berhasil sebagai testqa2","chromium","2026-08-15","passed","2026-08-15","Login gpos","","",""
"","22655","TC-POS-003 - Tambah product dari hasil pencarian manual","firefox","2026-08-15","failed","2026-08-15","product add","","",""
"","18986","TC-POS-010 - Klik icon + pada field customer","chromium","2026-08-15","failed","2026-08-15","pos Customer","","",""
"","31101","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","firefox","2026-08-15","broken","2026-08-15","pos Customer","","",""
"","19082","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","chromium","2026-08-15","failed","2026-08-15","product edit","","",""
"","24234","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","firefox","2026-08-15","passed","2026-08-15","product search","","",""
"","26164","TC-POS-014 - Default dokter adalah Internal","firefox","2026-08-15","failed","2026-08-15","pos Doctor","","",""
"","7348","TC-LGN-002 - Login tidak input password","firefox","2026-08-15","passed","2026-08-15","Login gpos","","",""
"","31834","TC-POS-010 - Klik icon + pada field customer","firefox","2026-08-15","broken","2026-08-15","pos Customer","","",""
"","18765","TC-POS-017 - Klik Batal pada form tambah dokter","chromium","2026-08-15","failed","2026-08-15","pos Doctor","","",""
