"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28884","TC-POS-014 - Default dokter adalah Internal","firefox","2026-07-18","failed","2026-07-18","pos Doctor","","",""
"","25698","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","chromium","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","27058","TC-POS-016 - Tambah dokter via form registrasi","chromium","2026-07-18","failed","2026-07-18","pos Doctor","","",""
"","25703","TC-POS-009 - Pilih customer dari popup list pelanggan","chromium","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","30447","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","chromium","2026-07-18","broken","2026-07-18","product search","","",""
"","26168","TC-POS-014 - Default dokter adalah Internal","chromium","2026-07-18","failed","2026-07-18","pos Doctor","","",""
"","30898","end to end","firefox","2026-07-18","failed","2026-07-18","e2e","","",""
"","25864","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","chromium","2026-07-18","failed","2026-07-18","product search","","",""
"","31905","TC-POS-009 - Pilih customer dari popup list pelanggan","firefox","2026-07-18","broken","2026-07-18","pos Customer","","",""
"","31226","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","firefox","2026-07-18","failed","2026-07-18","product edit","","",""
"","18724","TC-LGN-001 - Login berhasil sebagai testqa2","firefox","2026-07-18","passed","2026-07-18","Login gpos","","",""
"","30828","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","firefox","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","26055","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","chromium","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","30881","TC-POS-016 - Tambah dokter via form registrasi","firefox","2026-07-18","failed","2026-07-18","pos Doctor","","",""
"","25917","TC-POS-007 - Klik icon search customer tanpa keyword","chromium","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","25753","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","chromium","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","25789","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","chromium","2026-07-18","failed","2026-07-18","pos Doctor","","",""
"","25623","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","chromium","2026-07-18","failed","2026-07-18","product edit","","",""
"","31655","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","firefox","2026-07-18","broken","2026-07-18","pos Customer","","",""
"","28575","end to end","chromium","2026-07-18","failed","2026-07-18","e2e","","",""
"","30090","TC-POS-006 - Default customer adalah Regular","firefox","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","31509","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","firefox","2026-07-18","broken","2026-07-18","product search","","",""
"","30857","TC-POS-003 - Tambah product dari hasil pencarian manual","firefox","2026-07-18","failed","2026-07-18","product add","","",""
"","31147","TC-POS-007 - Klik icon search customer tanpa keyword","firefox","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","30766","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","firefox","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","25506","TC-POS-017 - Klik Batal pada form tambah dokter","chromium","2026-07-18","failed","2026-07-18","pos Doctor","","",""
"","30941","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","firefox","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","25529","TC-POS-018 - Pilih doctor dari popup list pelanggan","chromium","2026-07-18","failed","2026-07-18","pos Doctor","","",""
"","30946","TC-POS-017 - Klik Batal pada form tambah dokter","firefox","2026-07-18","failed","2026-07-18","pos Doctor","","",""
"","31640","TC-POS-018 - Pilih doctor dari popup list pelanggan","firefox","2026-07-18","failed","2026-07-18","pos Doctor","","",""
"","18560","TC-LGN-001 - Login berhasil sebagai testqa2","chromium","2026-07-18","passed","2026-07-18","Login gpos","","",""
"","25863","TC-POS-003 - Tambah product dari hasil pencarian manual","chromium","2026-07-18","failed","2026-07-18","product add","","",""
"","8120","TC-LGN-002 - Login tidak input password","firefox","2026-07-18","passed","2026-07-18","Login gpos","","",""
"","25432","TC-POS-006 - Default customer adalah Regular","chromium","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","7207","TC-LGN-002 - Login tidak input password","chromium","2026-07-18","passed","2026-07-18","Login gpos","","",""
"","25663","TC-POS-010 - Klik icon + pada field customer","chromium","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","31512","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","firefox","2026-07-18","broken","2026-07-18","product search","","",""
"","32274","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","firefox","2026-07-18","broken","2026-07-18","pos Doctor","","",""
"","31098","TC-POS-010 - Klik icon + pada field customer","firefox","2026-07-18","failed","2026-07-18","pos Customer","","",""
"","25685","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","chromium","2026-07-18","failed","2026-07-18","pos Customer","","",""
