"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21548","Login berhasil sebagai testqa2","chromium","2026-04-20","passed","2026-04-20","Login gpos","","",""
"","8953","Login gagal - tidak input password","chromium","2026-04-20","passed","2026-04-20","Login gpos","","",""
"","31731","TC-POS-003 - Tambah product dari hasil pencarian manual","firefox","2026-04-20","broken","2026-04-20","product add","","",""
"","30452","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","chromium","2026-04-20","broken","2026-04-20","product search","","",""
"","31713","TC-POS-010 - Klik icon + pada field customer","firefox","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","23809","Login berhasil sebagai testqa2","firefox","2026-04-20","passed","2026-04-20","Login gpos","","",""
"","30341","TC-POS-006 - Default customer adalah Regular","chromium","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","31553","TC-POS-007 - Klik icon search customer tanpa keyword","firefox","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","31498","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","firefox","2026-04-20","broken","2026-04-20","product edit","","",""
"","9233","Login gagal - tidak input password","firefox","2026-04-20","passed","2026-04-20","Login gpos","","",""
"","31462","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","firefox","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","31598","TC-POS-009 - Pilih customer dari popup list pelanggan","firefox","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","30478","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","chromium","2026-04-20","broken","2026-04-20","product edit","","",""
"","31074","TC-POS-010 - Klik icon + pada field customer","chromium","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","30455","TC-POS-003 - Tambah product dari hasil pencarian manual","chromium","2026-04-20","broken","2026-04-20","product add","","",""
"","31502","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","firefox","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","30556","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","chromium","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","30474","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","chromium","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","30505","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","chromium","2026-04-20","broken","2026-04-20","product search","","",""
"","31399","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","firefox","2026-04-20","broken","2026-04-20","product search","","",""
"","30913","TC-POS-006 - Default customer adalah Regular","firefox","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","31543","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","firefox","2026-04-20","broken","2026-04-20","product search","","",""
"","30654","TC-POS-009 - Pilih customer dari popup list pelanggan","chromium","2026-04-20","broken","2026-04-20","pos Customer","","",""
"","30544","TC-POS-007 - Klik icon search customer tanpa keyword","chromium","2026-04-20","broken","2026-04-20","pos Customer","","",""
