"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16526","TC-LGN-001 - Login berhasil sebagai testqa2","chromium","2026-05-01","passed","2026-05-01","Login gpos","","",""
"","27451","TC-POS-010 - Klik icon + pada field customer","chromium","2026-05-01","failed","2026-05-01","pos Customer","","",""
"","27433","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","firefox","2026-05-01","passed","2026-05-01","pos Doctor","","",""
"","31195","TC-POS-007 - Klik icon search customer tanpa keyword","firefox","2026-05-01","broken","2026-05-01","pos Customer","","",""
"","31173","TC-POS-017 - Klik Batal pada form tambah dokter","firefox","2026-05-01","broken","2026-05-01","pos Doctor","","",""
"","26716","TC-POS-016 - Tambah dokter via form registrasi","chromium","2026-05-01","failed","2026-05-01","pos Doctor","","",""
"","31342","TC-POS-014 - Default dokter adalah Internal","firefox","2026-05-01","broken","2026-05-01","pos Doctor","","",""
"","26475","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","chromium","2026-05-01","failed","2026-05-01","pos Doctor","","",""
"","30052","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","firefox","2026-05-01","failed","2026-05-01","pos Customer","","",""
"","26428","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","chromium","2026-05-01","failed","2026-05-01","product edit","","",""
"","25787","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","chromium","2026-05-01","failed","2026-05-01","pos Customer","","",""
"","31286","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","firefox","2026-05-01","broken","2026-05-01","product edit","","",""
"","26568","TC-POS-007 - Klik icon search customer tanpa keyword","chromium","2026-05-01","passed","2026-05-01","pos Customer","","",""
"","28502","TC-POS-016 - Tambah dokter via form registrasi","firefox","2026-05-01","passed","2026-05-01","pos Doctor","","",""
"","30350","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","firefox","2026-05-01","passed","2026-05-01","pos Customer","","",""
"","31288","TC-POS-009 - Pilih customer dari popup list pelanggan","firefox","2026-05-01","broken","2026-05-01","pos Customer","","",""
"","25623","TC-POS-009 - Pilih customer dari popup list pelanggan","chromium","2026-05-01","failed","2026-05-01","pos Customer","","",""
"","27497","TC-POS-003 - Tambah product dari hasil pencarian manual","firefox","2026-05-01","passed","2026-05-01","product add","","",""
"","26089","TC-POS-014 - Default dokter adalah Internal","chromium","2026-05-01","failed","2026-05-01","pos Doctor","","",""
"","28963","TC-POS-018 - Pilih doctor dari popup list pelanggan","firefox","2026-05-01","passed","2026-05-01","pos Doctor","","",""
"","31658","TC-POS-010 - Klik icon + pada field customer","firefox","2026-05-01","broken","2026-05-01","pos Customer","","",""
"","30641","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","chromium","2026-05-01","broken","2026-05-01","pos Customer","","",""
"","8091","TC-LGN-002 - Login tidak input password","chromium","2026-05-01","passed","2026-05-01","Login gpos","","",""
"","24622","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","chromium","2026-05-01","passed","2026-05-01","product search","","",""
"","27157","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","firefox","2026-05-01","passed","2026-05-01","product search","","",""
"","26643","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","firefox","2026-05-01","passed","2026-05-01","product search","","",""
"","26168","TC-POS-018 - Pilih doctor dari popup list pelanggan","chromium","2026-05-01","failed","2026-05-01","pos Doctor","","",""
"","26014","TC-POS-006 - Default customer adalah Regular","firefox","2026-05-01","passed","2026-05-01","pos Customer","","",""
"","19605","TC-LGN-001 - Login berhasil sebagai testqa2","firefox","2026-05-01","passed","2026-05-01","Login gpos","","",""
"","25981","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","chromium","2026-05-01","passed","2026-05-01","product search","","",""
"","7834","TC-LGN-002 - Login tidak input password","firefox","2026-05-01","passed","2026-05-01","Login gpos","","",""
"","31675","end to end","firefox","2026-05-01","broken","2026-05-01","e2e","","",""
"","26528","TC-POS-003 - Tambah product dari hasil pencarian manual","chromium","2026-05-01","passed","2026-05-01","product add","","",""
"","27091","end to end","chromium","2026-05-01","failed","2026-05-01","e2e","","",""
"","30643","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","chromium","2026-05-01","broken","2026-05-01","pos Customer","","",""
"","25428","TC-POS-006 - Default customer adalah Regular","chromium","2026-05-01","passed","2026-05-01","pos Customer","","",""
"","25615","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","chromium","2026-05-01","passed","2026-05-01","pos Customer","","",""
"","25297","TC-POS-017 - Klik Batal pada form tambah dokter","chromium","2026-05-01","passed","2026-05-01","pos Doctor","","",""
"","27338","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","firefox","2026-05-01","passed","2026-05-01","pos Customer","","",""
"","31695","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","firefox","2026-05-01","broken","2026-05-01","pos Customer","","",""
