"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31450","TC-POS-010 - Klik icon + pada field customer","firefox","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","31358","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","firefox","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","31693","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","firefox","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","29255","TC-POS-003 - Tambah product dari hasil pencarian manual","chromium","2026-05-20","failed","2026-05-20","product add","","",""
"","30457","TC-POS-009 - Pilih customer dari popup list pelanggan","chromium","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","31374","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","firefox","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","31369","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","firefox","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","30477","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","chromium","2026-05-20","broken","2026-05-20","product edit","","",""
"","31026","TC-POS-006 - Default customer adalah Regular","firefox","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","30454","TC-POS-016 - Tambah dokter via form registrasi","chromium","2026-05-20","broken","2026-05-20","pos Doctor","","",""
"","31648","TC-POS-014 - Default dokter adalah Internal","firefox","2026-05-20","broken","2026-05-20","pos Doctor","","",""
"","30649","TC-POS-007 - Klik icon search customer tanpa keyword","chromium","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","25216","TC-LGN-001 - Login berhasil sebagai testqa2","firefox","2026-05-20","passed","2026-05-20","Login gpos","","",""
"","31617","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","firefox","2026-05-20","broken","2026-05-20","pos Doctor","","",""
"","31626","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","firefox","2026-05-20","broken","2026-05-20","product search","","",""
"","31487","end to end","firefox","2026-05-20","broken","2026-05-20","e2e","","",""
"","31848","TC-POS-018 - Pilih doctor dari popup list pelanggan","firefox","2026-05-20","broken","2026-05-20","pos Doctor","","",""
"","30202","TC-POS-010 - Klik icon + pada field customer","chromium","2026-05-20","failed","2026-05-20","pos Customer","","",""
"","9011","TC-LGN-002 - Login tidak input password","chromium","2026-05-20","passed","2026-05-20","Login gpos","","",""
"","31382","TC-POS-016 - Tambah dokter via form registrasi","firefox","2026-05-20","broken","2026-05-20","pos Doctor","","",""
"","20844","TC-LGN-001 - Login berhasil sebagai testqa2","chromium","2026-05-20","passed","2026-05-20","Login gpos","","",""
"","30608","TC-POS-017 - Klik Batal pada form tambah dokter","chromium","2026-05-20","broken","2026-05-20","pos Doctor","","",""
"","30667","end to end","chromium","2026-05-20","broken","2026-05-20","e2e","","",""
"","30462","TC-POS-014 - Default dokter adalah Internal","chromium","2026-05-20","broken","2026-05-20","pos Doctor","","",""
"","30146","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","chromium","2026-05-20","failed","2026-05-20","pos Doctor","","",""
"","31609","TC-POS-009 - Pilih customer dari popup list pelanggan","firefox","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","30151","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","chromium","2026-05-20","failed","2026-05-20","pos Customer","","",""
"","31438","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","firefox","2026-05-20","broken","2026-05-20","product search","","",""
"","9347","TC-LGN-002 - Login tidak input password","firefox","2026-05-20","passed","2026-05-20","Login gpos","","",""
"","29312","TC-POS-006 - Default customer adalah Regular","chromium","2026-05-20","failed","2026-05-20","pos Customer","","",""
"","30888","TC-POS-018 - Pilih doctor dari popup list pelanggan","chromium","2026-05-20","broken","2026-05-20","pos Doctor","","",""
"","31353","TC-POS-003 - Tambah product dari hasil pencarian manual","firefox","2026-05-20","broken","2026-05-20","product add","","",""
"","30436","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","chromium","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","31368","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","firefox","2026-05-20","broken","2026-05-20","product edit","","",""
"","31400","TC-POS-007 - Klik icon search customer tanpa keyword","firefox","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","30453","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","chromium","2026-05-20","broken","2026-05-20","pos Customer","","",""
"","29379","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","chromium","2026-05-20","failed","2026-05-20","pos Customer","","",""
"","30633","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","chromium","2026-05-20","broken","2026-05-20","product search","","",""
"","31356","TC-POS-017 - Klik Batal pada form tambah dokter","firefox","2026-05-20","broken","2026-05-20","pos Doctor","","",""
"","30506","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","chromium","2026-05-20","broken","2026-05-20","product search","","",""
