"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27837","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","chromium","2026-05-25","passed","2026-05-25","product search","","",""
"","31197","TC-POS-014 - Default dokter adalah Internal","chromium","2026-05-25","broken","2026-05-25","pos Doctor","","",""
"","29306","TC-POS-003 - Tambah product dari hasil pencarian manual","firefox","2026-05-25","passed","2026-05-25","product add","","",""
"","8151","TC-LGN-002 - Login tidak input password","firefox","2026-05-25","passed","2026-05-25","Login gpos","","",""
"","7596","TC-LGN-002 - Login tidak input password","chromium","2026-05-25","passed","2026-05-25","Login gpos","","",""
"","27799","TC-POS-009 - Pilih customer dari popup list pelanggan","chromium","2026-05-25","passed","2026-05-25","pos Customer","","",""
"","26845","TC-POS-017 - Klik Batal pada form tambah dokter","chromium","2026-05-25","failed","2026-05-25","pos Doctor","","",""
"","27082","TC-POS-007 - Klik icon search customer tanpa keyword","chromium","2026-05-25","failed","2026-05-25","pos Customer","","",""
"","27948","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","chromium","2026-05-25","passed","2026-05-25","pos Customer","","",""
"","27024","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","chromium","2026-05-25","passed","2026-05-25","pos Customer","","",""
"","31096","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","chromium","2026-05-25","broken","2026-05-25","pos Customer","","",""
"","27010","TC-POS-003 - Tambah product dari hasil pencarian manual","chromium","2026-05-25","failed","2026-05-25","product add","","",""
"","26944","TC-POS-009 - Pilih customer dari popup list pelanggan","firefox","2026-05-25","passed","2026-05-25","pos Customer","","",""
"","27043","TC-POS-016 - Tambah dokter via form registrasi","chromium","2026-05-25","failed","2026-05-25","pos Doctor","","",""
"","27027","TC-POS-010 - Klik icon + pada field customer","chromium","2026-05-25","passed","2026-05-25","pos Customer","","",""
"","17569","TC-LGN-001 - Login berhasil sebagai testqa2","chromium","2026-05-25","passed","2026-05-25","Login gpos","","",""
"","26661","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","chromium","2026-05-25","failed","2026-05-25","pos Customer","","",""
"","27765","TC-POS-007 - Klik icon search customer tanpa keyword","firefox","2026-05-25","passed","2026-05-25","pos Customer","","",""
"","26220","TC-POS-014 - Default dokter adalah Internal","firefox","2026-05-25","passed","2026-05-25","pos Doctor","","",""
"","28557","TC-POS-002 - Search produk dengan keyword minimal 4 karakter","firefox","2026-05-25","passed","2026-05-25","product search","","",""
"","27967","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","chromium","2026-05-25","passed","2026-05-25","product edit","","",""
"","24871","TC-POS-006 - Default customer adalah Regular","chromium","2026-05-25","passed","2026-05-25","pos Customer","","",""
"","31706","TC-POS-018 - Pilih doctor dari popup list pelanggan","firefox","2026-05-25","broken","2026-05-25","pos Doctor","","",""
"","31788","end to end","firefox","2026-05-25","broken","2026-05-25","e2e","","",""
"","27686","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","firefox","2026-05-25","passed","2026-05-25","product search","","",""
"","30756","TC-POS-017 - Klik Batal pada form tambah dokter","firefox","2026-05-25","broken","2026-05-25","pos Doctor","","",""
"","27080","TC-POS-010 - Klik icon + pada field customer","firefox","2026-05-25","passed","2026-05-25","pos Customer","","",""
"","30660","end to end","chromium","2026-05-25","broken","2026-05-25","e2e","","",""
"","28275","TC-POS-011 - Validasi field mandatory pada form tambah pelanggan","firefox","2026-05-25","failed","2026-05-25","pos Customer","","",""
"","31007","TC-POS-013 - Klik icon X untuk membatalkan form tambah pelanggan","firefox","2026-05-25","passed","2026-05-25","pos Customer","","",""
"","25183","TC-POS-018 - Pilih doctor dari popup list pelanggan","chromium","2026-05-25","passed","2026-05-25","pos Doctor","","",""
"","32201","TC-POS-012 - Tambah pelanggan via Tambah Cepat dengan field mandatory valid","firefox","2026-05-25","broken","2026-05-25","pos Customer","","",""
"","26705","TC-POS-001 - Search produk dengan keyword kurang dari 4 karakter","chromium","2026-05-25","failed","2026-05-25","product search","","",""
"","28336","TC-POS-008 - Cari pelanggan dengan keyword minimal 4 karakter","firefox","2026-05-25","passed","2026-05-25","pos Customer","","",""
"","29540","TC-POS-016 - Tambah dokter via form registrasi","firefox","2026-05-25","passed","2026-05-25","pos Doctor","","",""
"","31272","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","chromium","2026-05-25","broken","2026-05-25","pos Doctor","","",""
"","19996","TC-LGN-001 - Login berhasil sebagai testqa2","firefox","2026-05-25","passed","2026-05-25","Login gpos","","",""
"","31187","TC-POS-005 - Edit Qty item yang sudah masuk list penjualan","firefox","2026-05-25","broken","2026-05-25","product edit","","",""
"","27622","TC-POS-015 - Cari doctor dengan keyword minimal 4 karakter","firefox","2026-05-25","passed","2026-05-25","pos Doctor","","",""
"","27382","TC-POS-006 - Default customer adalah Regular","firefox","2026-05-25","passed","2026-05-25","pos Customer","","",""
